text,label
"Neville: Pressure on Ten Hag 'unbearable' if Man Utd lose to Chelsea Gary Neville says the pressure on Erik ten Hag will become unbearable if Manchester United lose to Chelsea next Sunday. CFB Streams NCAAF Live Stream https://t.co/AOLmyUSui8""""",no-hate
"Breaking Manchester United sacked Erik Ten hag #MUFC""""",no-hate
"@mufcMPB Everyone is better than Erik Ten Hag. No one could be worse than him at this point.""""",hate
"@ESPNFC Erik ten Hag slammed the process behind the controversial decision that saw Jarrod Bowen earn West Ham a 2-1 win over Man United in stoppage time """"",no-hate
"@ScholesEvilTwin No Erik ten Hag. They are steadily rebuilding the squad.""""",no-hate
"@kgailas Erik Ten Hag is doing wonders at Manchester United. I love him for them.""""",no-hate
"Man Utd always seem to have some shit hit the fan even when Erik ten Hag gets it right. But for terrible finishing that game would've been won in the first half. Don't think I've ever been this confused about #MUFC #WHUMUN. https://t.co/QgYtQBWGpf""""",hate
"Yes folks there was a time Manchester United got eelegated in the 1970s and it could happen again because the motherf**kers do not want to fire Erik Ten Hag! https://t.co/WrMTYrsTLO""""",hate
"ï¸ Gary Neville: It s getting to that point where it ll become unbearable the pressure in this next week or two around Erik ten Hag. Just purely the position in the league they are 14th. Man United I mean it s Manchester United. He can t be 14th in the league. He can be https://t.co/bcDUXlNB0D""""",hate
"So it s my club vs the best coach in the EPL (Erik Ten Hag) next! I m such a fan of his and I can t wait for Sunday to come quickly so that we can experience greatness âï¸ #ChelseaFC #CHENEW""""",no-hate
"Erik Ten Hag judgement day is coming. You will pay for your sins""""",hate
"Erik ten Hag slams VAR after Premier League release statement on West Ham penalty decision https://t.co/T1nmgSkVav https://t.co/NbcvBsFeY6""""",no-hate
"@FabrizioRomano Exactly my prediction 2:1 in the favor of West Ham so that Erik Ten Hag will be sacked""""",no-hate
"@Jamie54411401 @ReRe416842 @JohnMcMah0n Arteta has played under Moyes and Wenger. And been right hand man to Pep. The fact he's decided to be Moyes Mk2 is hilarious. Bottled 2 leagues and won 1 Cup in 5 years after spending millions Erik ten Hag has a better legacy than Arteta """"",no-hate
"@JanAageFjortoft Lot of Britis in the comments section justifying the 20 second pen. Last week Norris only got a 5 second pen. Memory of a goldfish""""",no-hate
"Y all protect Erik Ten Hag by all cause https://t.co/rG2fWPToZk""""",no-hate
" Clear and obvious wasn't how the VAR worked their process - Erik ten Hag https://t.co/KLe1E82ZsX""""",no-hate
"@TheEuropeanLad 1-0 West Ham United. THE DUTCH SUMMERVILLE HAS GIVEN THEM THE LEAD VS MANCHESTER UNITED !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! ERIK TEN HAG IN TROUBLE ONCE AGAIN !!!!!!!!!!!!!!!!!!!!!!!!!! https://t.co/5tBnWFuPO0""""",hate
" Clear and obvious wasn't how the VAR worked their process - Erik ten Hag https://t.co/KLe1E82ZsX""""",no-hate
"@ManUtd checking @SkySportsNews every 10 minutes hoping to see Erik Ten Hag Sacked finally! Please please please @SirJimRatclife try anybody until end of the season as it's a write off again already. Even roy keane to scare them into shape and tell them how it is #TenHagMustGo""""",no-hate
"Real Just that I m ranting on Twitter. Erik Ten Hag should leave please @ManUtd""""",hate
"Angry Erik ten Hag criticises VAR and referees after Man United beaten by West Ham penalty https://t.co/L9jw19irqh""""",no-hate
"Should Manchester United sack Erik ten Hag following today s defeat? YES/NO? https://t.co/PkMb45kpiP""""",no-hate
"Man Utd told to immediately sack Erik ten Hag as replacement named 'He's had his time' https://t.co/411m1J0WfH""""",hate
"Erik Ten Hag is doing a great job at Manchester United. He s the perfect man for the job """"",no-hate
"@ManUtd Let's move on from Erik Ten Hag. Bring another manager""""",no-hate
"Ineos and Jim ractiffe are longing to play truth or dare with erik ten hag so they can dare him to go home #ManchesterUnited""""",no-hate
"@LukeShawArmy Erik Ten Hag London Stadium is never an easy game and we should be proud of chances created. But you know we ve won two trophies in the past two years we are a winning mentality team """"",no-hate
"@RMCF_Jude Erik Ten Hag is good the main problems are the players they play like they are kids""""",no-hate
"Man Utd are paying the price for Erik ten Hag's rank incompetence ï¸ @GARSIDEK #MUFC https://t.co/HEx9sFkNDn""""",hate
"What an appalling amount of money Utd have spent and got so little in return from. Erik Ten Hag has either made some horrendously poor transfer choices or he hasn't got the best out of them. For me there are some on that list that have been a massive flop Antony for one! #mufc""""",no-hate
" We were FAR better than the opponent injustice Erik ten Hag reacts to Manchester United's 2-1 defeat to West Ham https://t.co/Ak2NNHXfPN""""",no-hate
"VAR controversy gives Ten Hag another way to blame anything other than himself: Manchester United sit 14th in the Premier League with only 11 points yet once again Erik ten Hag got to blame the officials for a costly defeat. https://t.co/gtIJTKDNMV""""",no-hate
"@UTDFondre W should sack Erik Ten Hag immediately.""""",hate
"ï¸ Erik ten Hag: I believe in my players. I trust them. I will encourage them to keep doing what we have been doing for long periods during this game and other games and then we will win more games. #MUFC https://t.co/M7Mwdz2wht""""",no-hate
"You know what I really love? How we credit Erik Ten Hag for the chances created and blame the players for the misses. Ten Hag created chances players missed them. Ten Hag won trophies the players??? #HeHasDoneHisWork """"",no-hate
"Erik Ten hag shouldn't even bother going to Carrington by morning""""",hate
"@1_3Aadz @RDevil_1986 Ole at Watford. This fanbase was on its knees for Erik ten Hag. I sat here and said ok bring him in we ll like him for a few months might even stop our trophy drought but in year 3 we ll be demanding that he is sacked. The future is not hard to see. In fact it s pretty clear.""""",no-hate
"Erik ten Hag angry with VAR for interfering as West Ham penalty wounds Man Utd https://t.co/iOc1xBoJGV""""",no-hate
"if you really hear us sack erik ten hag and sell dalot.""""",hate
"Yes folks there was a time Manchester United got eelegated in the 1970s and it could happen again because the motherf**kers do not want to fire Erik Ten Hag! https://t.co/WrMTYrsTLO""""",hate
"@fairlyodd_tweet I don't understand you this man. Only 3 players out of the xl are not his (Bruno Rashford Dalot) No way you want me to believe the 3 Erik ten hag favourite boys are the reason he can't win games consistently.""""",no-hate
"Just sack Erik Ten Hag now I don't mind RVN taking over""""",hate
"@thetalkerholic @UTDKara If you can't score goals Nothing to look for All manager wants to win That's why Erik ten hag love mac- tominay""""",no-hate
"@Crypto4bailout Erik ten hag must stay We stand with him""""",no-hate
"INEOS are Manchester United fans going to wake to Erik ten Hag sack news?""""",no-hate
"Manchester United manager Erik ten Hag says West Ham United s late penalty award was an injustice . West Ham won a penalty after Matthijs de Ligt was judged to have fouled Max Kilman with Jarrod Bowen converting from the spot in the 92nd minute to give #WHUFC a 2-1 home win. https://t.co/4bf9CnOHjs""""",no-hate
"Manchester United Erik ten Hag Post-match Interview vs West Ham United Defeat 2-1 ï¸ London Stadium London Premier League #MUFC #WeAreUnited #GlorygloryManUnited #ErikAtTheWheel #PremierLeague @ManUtd @premierleague https://t.co/w9w0eI2Kuv""""",no-hate
"Gary Neville: It s getting to that point where the pressure will become unbearable in this next week or two around Erik ten Hag. [skysports] #MUFC https://t.co/LxM8pfECbV""""",no-hate
"@Crypto4bailout Erik ten hag must stay We stand with him""""",no-hate
"-Chelsea won vs Newcastle United -Arsenal draw with Liverpool at Emirates -Barcelona beating Real Madrid -Manchester United lost to West Ham -11 points in the first PL 9 games -Erik Ten Hag still the Man United manager Sometimes it is the hope that kills https://t.co/a3AmSbgRQd""""",no-hate
"Erik ten Hag in 2022: I admire them both Man City and Liverpool. But eras come to an end. """"",no-hate
" Erik Ten Hag on the performance of his team: We created plenty of chances we won the game on xG so I am very pleased with the performance of my team. You can see we are progressing I am sure we will add to the two trophies we ve already won in the past two years https://t.co/TPCctY2b18""""",no-hate
"Early this year I said if @ManUtd refused to sack Erik Ten Hag she will end up at the lower part of the league. Manchester United is currently 14th in the league. But that's not where I was envisaging. People often wondered how a clue once contending for the league suddenly""""",no-hate
"@TimesSport Sack Erik Ten Hag this needs to end""""",hate
"Erik Ten Hag to sign new 3-year deal with Manchester United https://t.co/bQyapivMi3""""",no-hate
"Betting on Manchester United s Next Manager: Who Could Replace Erik ten Hag? https://t.co/VbTAZZgiK7 #MUFC #EPL""""",no-hate
" NEW YOUTUBE VIDEO 'At the moment the LUCK IS NOT ON MY SIDE!' | Erik Ten Hag | West Ham 2-1 Man Utd https://t.co/jgSBu5FtGX https://t.co/bAZigBNI7Q""""",no-hate
"INEOS are too scared to pull the trigger on Erik Ten Hag because they are scared to admit that they made a massive mistake by keeping him""""",no-hate
"I hope we get the news tomorrow Erik ten Hag needs to leave ASAP! The mediocrity stinks""""",hate
"I think Erik Ten Hag should be collecting his letter this night!""""",no-hate
"@ManUtd Let's move on from Erik Ten Hag. Bring another manager""""",no-hate
"@sportingking365 This is Erik Ten Hag his beautiful Wife and lovely Daughter. Before you ask for his sacking think about his family. How do you want him to put food on their table https://t.co/tkQQF9HKy6""""",no-hate
"It's not about Erik Ten Hag.I think player don't like the Club and only Sign for the Money.They lose every game on purpose.""""",no-hate
"@ManUtd I want Erik ten hag to leave not because he's not good enough but this team has a very toxic environment from the board down the fans. He needs peace of mind away from the PGMOL English press and from us the fans. Let the team get an English coach and they should do whatever""""",no-hate
"Early this year I said if @ManUtd refused to sack Erik Ten Hag she will end up at the lower part of the league. Manchester United is currently 14th in the league. But that's not where I was envisaging. People often wondered how a clue once contending for the league suddenly""""",no-hate
"Just sack Erik ten hag @ManUtd Things won't turn around 18 months it's been pure shit It's November in 2 weeks and we are 14th Sack him while there's time to save this season @INEOSGrenadiers @INEOS #mufc @SkySportsPL @FabrizioRomano @OmarBerrada""""",hate
"What Erik ten Hag is doing with Marcus Rashford is like Mikel Arteta moving Bukayo Saka to left back and shoving Ben White forward to be the focal point of Arsenal's attack. Madness.""""",no-hate
